id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,is_subscribed
16,54,management,married,basic.4y,unknown,yes,no,telephone,may,mon,230,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
17,34,services,married,high.school,no,no,no,telephone,may,mon,365,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
18,56,technician,married,basic.4y,no,yes,no,telephone,may,mon,137,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
19,58,management,unknown,university.degree,no,yes,no,telephone,may,mon,366,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
20,32,entrepreneur,married,high.school,no,yes,no,telephone,may,mon,314,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
21,57,admin.,married,university.degree,no,no,yes,telephone,may,mon,212,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
22,42,technician,single,professional.course,unknown,no,no,telephone,may,mon,22,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
23,57,admin.,married,university.degree,no,yes,yes,telephone,may,mon,616,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
24,40,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,178,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
25,35,admin.,married,university.degree,no,yes,no,telephone,may,mon,355,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
26,45,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,225,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
27,54,admin.,married,high.school,no,no,no,telephone,may,mon,160,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
28,39,housemaid,married,basic.4y,no,no,yes,telephone,may,mon,266,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
29,53,admin.,single,professional.course,no,no,no,telephone,may,mon,179,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
30,55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,269,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
31,50,management,married,university.degree,unknown,no,yes,telephone,may,mon,161,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
32,45,services,married,high.school,unknown,yes,no,telephone,may,mon,787,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
33,55,unemployed,married,professional.course,unknown,yes,yes,telephone,may,mon,145,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
34,42,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,164,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
35,42,blue-collar,married,basic.6y,unknown,no,no,telephone,may,mon,366,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
36,48,admin.,married,high.school,no,no,no,telephone,may,mon,357,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
37,37,admin.,married,university.degree,no,no,no,telephone,may,mon,232,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
38,33,admin.,married,unknown,no,yes,no,telephone,may,mon,273,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
39,56,admin.,married,basic.9y,no,yes,no,telephone,may,mon,158,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
40,44,blue-collar,single,basic.4y,unknown,yes,yes,telephone,may,mon,177,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
41,44,management,divorced,university.degree,no,yes,no,telephone,may,mon,172,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
42,47,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,176,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
43,33,services,married,high.school,unknown,yes,no,telephone,may,mon,337,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
44,42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,208,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
45,50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,193,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
46,51,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,mon,212,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
47,38,admin.,married,high.school,unknown,no,no,telephone,may,mon,165,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
48,41,management,married,basic.6y,no,no,no,telephone,may,mon,529,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
49,39,admin.,married,university.degree,no,yes,yes,telephone,may,mon,192,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
50,34,admin.,married,high.school,no,yes,no,telephone,may,mon,188,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
51,57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,48,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
52,60,admin.,married,unknown,unknown,no,yes,telephone,may,mon,213,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
53,33,unemployed,married,basic.9y,no,no,no,telephone,may,mon,545,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
54,45,services,married,professional.course,no,yes,no,telephone,may,mon,221,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
55,42,management,married,university.degree,no,no,no,telephone,may,mon,426,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
56,37,technician,single,professional.course,no,no,no,telephone,may,mon,197,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
57,44,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,257,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
58,54,services,married,unknown,no,yes,no,telephone,may,mon,229,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
59,49,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,55,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
60,35,admin.,married,high.school,no,yes,no,telephone,may,mon,123,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
61,42,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,293,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
62,60,retired,divorced,university.degree,unknown,no,no,telephone,may,mon,514,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
63,58,unemployed,married,basic.4y,unknown,no,no,telephone,may,mon,849,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
64,35,services,divorced,high.school,no,yes,no,telephone,may,mon,194,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
65,57,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,mon,518,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
66,56,admin.,married,unknown,no,yes,no,telephone,may,mon,364,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
67,40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,98,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
68,49,blue-collar,divorced,high.school,no,no,no,telephone,may,mon,439,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
69,41,services,married,high.school,no,no,no,telephone,may,mon,139,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
70,45,technician,married,high.school,no,yes,no,telephone,may,mon,79,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
71,32,admin.,married,university.degree,no,yes,yes,telephone,may,mon,175,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
72,42,admin.,married,university.degree,no,no,yes,telephone,may,mon,262,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
73,31,technician,divorced,professional.course,no,yes,yes,telephone,may,mon,78,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
74,56,retired,married,basic.4y,no,yes,no,telephone,may,mon,102,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
75,41,technician,married,professional.course,unknown,yes,no,telephone,may,mon,579,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,1
76,37,blue-collar,married,basic.6y,no,yes,yes,telephone,may,mon,143,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
77,41,technician,married,professional.course,unknown,no,no,telephone,may,mon,677,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
78,35,blue-collar,married,unknown,no,yes,no,telephone,may,mon,267,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
79,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,345,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
80,52,management,married,university.degree,no,no,no,telephone,may,mon,185,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
81,39,management,divorced,university.degree,no,no,no,telephone,may,mon,207,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
82,39,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,69,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
83,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,100,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
84,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,461,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,1
85,43,unemployed,single,university.degree,no,yes,no,telephone,may,mon,240,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
86,39,management,married,university.degree,no,yes,no,telephone,may,mon,193,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
87,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,73,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
88,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,528,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
89,56,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,46,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
90,39,services,divorced,high.school,unknown,yes,no,telephone,may,mon,52,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
91,56,entrepreneur,married,unknown,unknown,no,no,telephone,may,mon,204,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
92,36,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,98,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
93,51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,243,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
94,43,technician,single,professional.course,no,yes,no,telephone,may,mon,186,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
95,37,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,mon,163,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
96,40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,46,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
97,42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,559,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
98,38,services,married,high.school,no,yes,yes,telephone,may,mon,506,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
99,56,admin.,divorced,unknown,unknown,no,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
100,40,blue-collar,married,unknown,no,no,no,telephone,may,mon,114,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
101,54,management,divorced,university.degree,no,yes,no,telephone,may,mon,843,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
102,43,blue-collar,married,high.school,unknown,no,yes,telephone,may,mon,181,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
103,36,services,married,high.school,unknown,no,no,telephone,may,mon,427,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
104,45,technician,married,university.degree,no,yes,yes,telephone,may,mon,292,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
105,42,admin.,single,university.degree,unknown,no,no,telephone,may,mon,192,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
106,46,management,married,basic.9y,no,no,no,telephone,may,mon,128,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
107,51,admin.,single,basic.6y,no,no,no,telephone,may,mon,303,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
108,28,services,married,high.school,no,yes,no,telephone,may,mon,81,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
109,37,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,270,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
110,57,management,married,university.degree,no,no,no,telephone,may,mon,461,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
111,51,technician,married,basic.6y,unknown,no,no,telephone,may,mon,250,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
112,34,admin.,married,university.degree,no,yes,no,telephone,may,mon,138,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
113,41,technician,married,professional.course,no,no,no,telephone,may,mon,412,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
114,38,blue-collar,single,basic.9y,no,yes,no,telephone,may,mon,179,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
115,45,management,divorced,university.degree,no,no,no,telephone,may,mon,19,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
116,42,technician,married,university.degree,no,no,no,telephone,may,mon,228,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
117,48,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,717,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
118,37,admin.,married,high.school,unknown,yes,no,telephone,may,mon,313,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
119,34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,mon,289,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
120,43,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1077,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
121,33,services,married,high.school,no,no,no,telephone,may,mon,146,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
122,39,blue-collar,married,high.school,no,yes,no,telephone,may,mon,356,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
123,44,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,172,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
124,35,student,single,university.degree,unknown,no,no,telephone,may,mon,218,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
125,35,unemployed,married,professional.course,no,no,no,telephone,may,mon,67,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
126,36,services,single,basic.4y,no,no,no,telephone,may,mon,291,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
127,57,retired,married,unknown,unknown,no,no,telephone,may,mon,611,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
128,39,housemaid,married,basic.4y,unknown,yes,no,telephone,may,mon,381,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
129,30,blue-collar,single,unknown,no,yes,no,telephone,may,mon,251,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
130,50,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,287,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
131,40,services,married,high.school,no,no,no,telephone,may,mon,322,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
132,43,technician,married,unknown,unknown,no,no,telephone,may,mon,366,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
133,36,services,single,basic.6y,unknown,yes,no,telephone,may,mon,210,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
134,46,technician,married,basic.4y,unknown,yes,no,telephone,may,mon,288,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
135,40,technician,married,basic.9y,no,no,no,telephone,may,mon,168,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
136,58,retired,married,university.degree,no,no,no,telephone,may,mon,132,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
137,35,admin.,single,university.degree,no,no,no,telephone,may,mon,209,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
138,43,retired,married,basic.4y,unknown,no,no,telephone,may,mon,410,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
139,39,admin.,married,professional.course,no,yes,no,telephone,may,mon,580,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
140,50,services,divorced,professional.course,no,yes,no,telephone,may,mon,165,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
141,32,management,divorced,basic.4y,unknown,yes,no,telephone,may,mon,127,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
142,52,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,175,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
143,56,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,136,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
144,48,admin.,married,high.school,no,no,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
145,33,services,married,high.school,unknown,no,yes,telephone,may,mon,189,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
146,43,management,married,university.degree,unknown,no,yes,telephone,may,mon,213,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
147,34,management,married,university.degree,no,yes,no,telephone,may,mon,18,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
148,34,services,single,basic.9y,no,no,no,telephone,may,mon,730,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
149,30,technician,married,university.degree,unknown,no,no,telephone,may,mon,40,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
150,32,technician,single,professional.course,no,no,no,telephone,may,mon,79,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
151,36,technician,single,high.school,no,yes,no,telephone,may,mon,142,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
152,36,blue-collar,single,high.school,no,no,yes,telephone,may,mon,389,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
153,33,services,single,high.school,no,no,no,telephone,may,mon,702,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
154,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,211,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
155,51,services,married,basic.6y,no,yes,no,telephone,may,mon,117,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
156,36,technician,married,professional.course,no,yes,no,telephone,may,mon,232,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
157,28,services,married,unknown,no,no,no,telephone,may,mon,408,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
158,53,services,married,high.school,no,yes,yes,telephone,may,mon,370,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
159,58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,179,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
160,45,management,married,basic.9y,no,no,yes,telephone,may,mon,46,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
161,33,admin.,married,high.school,no,no,yes,telephone,may,mon,50,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
162,33,admin.,married,high.school,no,no,yes,telephone,may,mon,181,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
163,27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,mon,119,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
164,42,technician,married,high.school,no,no,no,telephone,may,mon,361,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
165,43,admin.,divorced,basic.9y,no,no,no,telephone,may,mon,73,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
166,27,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,350,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
167,40,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,58,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
168,47,management,divorced,university.degree,no,no,no,telephone,may,mon,89,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
169,49,housemaid,married,basic.9y,unknown,no,no,telephone,may,mon,152,1,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
170,55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,102,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
171,47,technician,single,basic.9y,no,no,no,telephone,may,mon,10,4,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
172,51,retired,married,professional.course,no,no,no,telephone,may,mon,118,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
173,53,admin.,married,basic.9y,no,no,no,telephone,may,mon,189,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
174,44,blue-collar,divorced,basic.6y,no,no,no,telephone,may,mon,55,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
175,39,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,935,3,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,1
176,37,admin.,single,high.school,no,yes,yes,telephone,may,mon,56,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
177,60,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,5,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
178,36,services,married,high.school,no,no,no,telephone,may,mon,225,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
179,42,management,divorced,university.degree,no,yes,no,telephone,may,mon,125,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
180,53,technician,divorced,professional.course,unknown,no,yes,telephone,may,mon,206,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
181,45,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,164,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
182,37,technician,single,professional.course,no,yes,no,telephone,may,mon,98,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
183,47,self-employed,married,professional.course,no,no,no,telephone,may,mon,446,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
184,49,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,742,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
185,36,admin.,married,university.degree,no,yes,no,telephone,may,mon,120,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
186,38,unknown,married,unknown,unknown,no,no,telephone,may,mon,362,4,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
187,59,retired,married,professional.course,unknown,no,no,telephone,may,mon,107,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
188,41,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,83,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
189,40,management,married,university.degree,unknown,yes,no,telephone,may,mon,358,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
190,34,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,453,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
191,33,admin.,divorced,high.school,no,no,no,telephone,may,mon,364,2,999,0,nonexistent,1.1,93994.0,-36.4,4857.0,5191.0,0
